release_date,title,release_year,vote_average,vote_count
2008-07-04,Jaane Tu... Ya Jaane Na,2008,6.7,37.0
2008-08-14,Bachna Ae Haseeno,2008,6.5,20.0
2008-10-29,Fashion,2008,5.9,28.0
2008-11-13,Dostana,2008,6.4,42.0
2008-04-11,Krazzy 4,2008,4.5,8.0
2008-05-09,Bhoothnath,2008,6.3,29.0
2008-01-11,Halla Bol,2008,5.2,5.0
2008-12-05,Maharathi,2008,7.0,1.0
2008-10-29,Golmaal Returns,2008,4.3,14.0
2008-01-01,Jannat,2008,5.1,9.0
2016-03-04,Boris Without Beatrice,2016,5.0,2.0
2017-01-27,Las Plantas,2017,0.0,1.0
2016-02-13,Depth Two,2016,4.0,1.0
2016-02-15,Hotel Dallas,2016,8.0,1.0
2008-04-25,Tashan,2008,3.9,9.0
2016-05-19,Lily Lane,2016,0.0,0.0
2008-08-22,Phoonk,2008,3.5,5.0
2008-11-07,EMI: Liya Hai To Chukana Padega,2008,4.0,1.0
2008-10-17,Karzzzz,2008,1.3,3.0
2009-08-28,Y.M.I. - Yeh Mera India,2009,0.0,0.0
1981-01-01,"Waiter, Scarper!",1981,7.0,8.0
2015-05-14,Sin hijos,2015,6.8,16.0
2008-06-17,We Were Once a Fairytale,2008,0.0,0.0
2016-04-01,Mammal,2016,10.0,1.0
2011-03-01,Scenes from the Suburbs,2011,6.7,13.0
2011-05-14,To Die By Your Side,2011,6.5,4.0
1971-04-01,The American Dreamer,1971,6.0,5.0
2000-01-27,"André Hazes, Zij Gelooft in Mij",2000,6.7,3.0
2004-02-03,Babushka,2004,5.5,6.0
2007-03-05,Beperkt houdbaar,2007,0.0,0.0
1972-01-01,Ape and Super-Ape,1972,0.0,0.0
2005-11-22,The Quiet Love,2005,6.0,3.0
2007-10-16,Bloody Cartoons,2007,8.0,1.0
1995-07-22,Body Language,1995,0.0,0.0
1970-01-01,Chermeni,1970,0.0,0.0
2005-02-02,Dallas Pashamende,2005,0.0,0.0
2005-07-08,O Diabo a Quatro,2005,4.8,3.0
2001-01-25,Domésticas,2001,6.2,5.0
2011-01-27,Boy,2011,5.3,4.0
1974-09-26,Thunderclump,1974,6.3,4.0
2005-10-04,Island Guests,2005,8.0,1.0
2005-05-18,"My God, My God, Why Hast Thou Forsaken Me?",2005,7.1,7.0
1959-11-13,Violent Summer,1959,6.7,10.0
2004-12-06,Eve's Christmas,2004,4.5,3.0
1940-11-28,The Eternal Jew,1940,4.0,12.0
2005-01-01,Female,2005,5.7,3.0
2001-10-04,Loco Fever,2001,8.0,2.0
2008-01-01,Flipping Out - Israel's Drug Generation,2008,6.0,1.0
1985-01-16,Leda - The Fantastic Adventure of Yohko,1985,5.8,2.0
1990-07-06,De Gulle Minnaar,1990,5.0,3.0
1989-01-19,Herbstmilch,1989,0.0,0.0
1986-05-13,A Man and a Woman: 20 Years Later,1986,6.0,2.0
2009-09-30,I’m Glad My Mother Is Alive,2009,6.3,4.0
2004-04-21,Mariages !,2004,5.1,27.0
2015-08-07,Srimanthudu,2015,6.8,8.0
2011-09-23,Dookudu,2011,5.3,8.0
2012-01-13,Businessman,2012,6.9,9.0
2006-04-27,Pokiri,2006,6.5,8.0
2010-10-07,Khaleja,2010,5.9,7.0
2005-08-10,Athadu,2005,6.6,7.0
2003-01-15,Okkadu,2003,6.3,4.0
2001-02-17,Murari,2001,4.7,3.0
1993-03-17,Time Runner,1993,4.6,5.0
2008-04-02,Jalsa,2008,7.3,4.0
2013-09-27,Atharintiki Daaredi,2013,6.6,10.0
2012-05-11,Gabbar Singh,2012,5.1,6.0
2014-04-11,Race Gurram,2014,6.0,6.0
2012-10-17,Cameraman Ganga Tho Rambabu,2012,4.9,4.0
2011-12-09,Panjaa,2011,5.5,6.0
2012-08-09,Julayi,2012,5.4,9.0
2012-06-06,Eega,2012,6.7,33.0
2005-09-30,Chatrapathi,2005,4.5,3.0
2006-06-23,Vikramarkudu,2006,5.5,7.0
2003-07-09,Simhadri,2003,6.7,3.0
2015-07-23,Roboshark,2015,4.7,12.0
2006-01-01,Curse of the Wolf,2006,4.7,3.0
2012-06-09,Skull Forest,2012,3.0,2.0
2005-07-22,Swamp Zombies!!!,2005,3.3,3.0
2001-08-23,L'ange de goudron,2001,0.0,0.0
2011-09-14,"Italy: Love It, or Leave it",2011,6.3,3.0
1966-06-11,The Third Eye,1966,6.0,2.0
2010-03-16,The Dark Side Of Chocolate,2010,7.0,2.0
2016-02-05,4th Man Out,2016,6.8,97.0
2009-05-15,99,2009,5.6,5.0
2009-02-13,The Stoneman Murders,2009,0.0,0.0
2009-04-03,8 X 10 Tasveer,2009,4.2,5.0
2007-06-01,Kike Like Me,2007,0.0,0.0
2007-08-10,Room 205,2007,4.4,5.0
1963-05-05,Kingdom of Crooked Mirrors,1963,6.0,9.0
2006-04-20,Northern Light,2006,6.0,1.0
2003-04-12,Loverboy,2003,6.5,2.0
2005-09-11,Lucid,2005,0.0,0.0
1987-09-17,Een Maand Later,1987,0.0,0.0
2007-08-22,La maison,2007,0.0,0.0
2004-06-27,"Meine Frau, meine Freunde und ich",2004,0.0,0.0
1981-09-17,The Girl with the Red Hair,1981,6.3,3.0
1926-11-19,Mechanics of the Brain,1926,5.0,1.0
2007-01-17,Mémoire de glace,2007,7.0,1.0
2006-11-15,The Colonel,2006,5.0,1.0
2003-09-18,A Tale of a Naughty Girl,2003,7.0,3.0
1987-01-01,Een Monument voor een Gorilla,1987,0.0,0.0
2009-10-16,All The Best,2009,6.0,12.0
2007-11-15,Mutum,2007,9.0,1.0
2009-08-07,Agyaat,2009,5.3,3.0
1987-12-01,O princezně Jasněnce a létajícím ševci,1987,4.8,3.0
1973-05-09,Oh Jonathan – oh Jonathan!,1973,6.0,1.0
1991-05-26,The Indecent Woman,1991,5.8,6.0
2003-01-01,Ora o mai più,2003,7.0,2.0
2005-11-01,Winky's Horse,2005,6.3,11.0
2010-12-01,Lily Sometimes,2010,5.9,15.0
2005-01-21,Kisna: The Warrior Poet,2005,6.7,3.0
2000-01-17,Perpetrators of the Crime,2000,0.0,0.0
1971-04-02,Dig Your Grave Friend... Sabata's Coming,1971,0.0,0.0
1971-08-11,And the Crows Will Dig Your Grave,1971,0.0,0.0
1975-03-10,Exorcismo,1975,7.5,2.0
2016-02-26,The Last Man on the Moon,2016,6.3,21.0
1974-08-05,The Killer Wore Gloves,1974,5.5,2.0
2016-02-05,Dad's Army,2016,4.7,83.0
1973-10-24,Two Men in Town,1973,6.8,22.0
1978-03-11,Ringing Bell,1978,7.2,5.0
2014-02-09,Night Flight,2014,7.8,11.0
2010-09-09,Dabangg,2010,5.9,49.0
2010-07-23,Khatta Meetha,2010,5.1,10.0
2010-11-05,Golmaal 3,2010,5.0,17.0
2010-02-26,"Dear Guest, When Will You Leave?",2010,6.2,9.0
2010-10-21,Rakht Charitra,2010,5.4,7.0
2010-12-17,Kaalo,2010,2.8,2.0
2015-08-10,No Home Movie,2015,8.1,7.0
1982-08-22,984: Prisoner of the Future,1982,0.0,0.0
1988-01-01,Robo Vampire,1988,3.6,6.0
2011-12-02,Il giorno in più,2011,6.2,24.0
1977-12-31,The Girl in the Yellow Pajamas,1977,6.8,3.0
1982-02-07,Il Paramedico,1982,5.0,2.0
2008-12-31,Bloodlock,2008,3.3,2.0
2011-04-28,Shor in the City,2011,6.5,9.0
2011-02-04,Yeh Saali Zindagi,2011,4.8,6.0
2011-01-07,No One Killed Jessica,2011,6.5,21.0
2011-08-31,Bodyguard,2011,5.2,29.0
2011-04-08,Thank You,2011,5.7,16.0
2011-05-20,404: Error Not Found,2011,5.2,3.0
2012-08-02,Shuttlecock Boys,2012,10.0,1.0
2012-11-02,1920: Evil Returns,2012,5.4,5.0
2012-01-13,Ghost,2012,4.5,1.0
2012-11-15,Chhodo Kal Ki Baatein,2012,0.0,0.0
1967-03-22,Idiot in Paris,1967,6.0,2.0
2012-10-11,Spike Island,2012,6.8,31.0
2014-01-16,Behavior,2014,7.0,14.0
2016-02-09,Conspiracy Encounters,2016,2.5,2.0
2016-02-18,Family Film,2016,7.0,3.0
2014-02-16,Blackbird,2014,5.4,10.0
2006-10-18,Pretpark Nederland,2006,0.0,0.0
1968-12-31,Farewell to the Summer Light,1968,8.0,3.0
2010-04-20,Sharunas Bartas: An Army of One,2010,0.0,0.0
1955-01-23,Der Struwwelpeter,1955,7.0,1.0
1966-07-01,The Embryo Hunts in Secret,1966,6.2,9.0
2003-09-03,The Rashevski Tango,2003,7.0,1.0
1998-09-09,Next Stop Paradise,1998,8.0,7.0
2003-11-10,Trench of Hope,2003,8.0,2.0
1988-11-23,Three Seats for the 26th,1988,6.5,2.0
1994-08-11,Trying to Kiss the Moon,1994,0.0,0.0
2001-03-12,Uitgesloten,2001,0.0,0.0
2006-06-02,The chosen,2006,5.3,2.0
2004-09-10,Uno,2004,6.8,10.0
1969-01-01,Barbara the Fair with the Silken Hair,1969,6.1,5.0
2006-09-26,Visions of Suffering,2006,3.0,1.0
1958-08-21,The Fabulous World of Jules Verne,1958,6.4,14.0
1981-09-29,The War of the Worlds: Next Century,1981,6.5,4.0
2004-07-28,The Wooden Camera,2004,7.0,3.0
1962-06-01,The World's Greatest Sinner,1962,6.5,2.0
2002-04-30,A Private Affair,2002,4.1,4.0
1997-05-01,All Stars,1997,6.8,6.0
2005-01-31,Les amants du bagne,2005,7.0,1.0
2007-01-01,The Art of Football from A to Z,2007,6.0,1.0
2010-11-05,Aung San Suu Kyi - Lady of No Fear,2010,0.0,0.0
1964-05-05,The Jester's Tale,1964,7.0,2.0
2004-05-14,The Sin,2004,6.0,3.0
2001-04-11,All About Love,2001,5.8,3.0
1961-09-27,Drei weiße Birken,1961,4.0,1.0
2015-04-11,Last Day of Freedom,2015,7.3,3.0
1976-06-12,The Watcher in the Attic,1976,7.5,4.0
2006-05-27,Escort,2006,6.3,3.0
1971-08-23,Exposed,1971,5.1,12.0
2004-03-10,Le festin de la mante,2004,5.3,3.0
1994-04-21,De Flat,1994,7.0,2.0
2007-03-08,The Great Global Warming Swindle,2007,6.7,18.0
2003-10-01,Nails,2003,5.5,1.0
2007-01-08,Hammer & Tickle,2007,8.3,3.0
2007-05-04,Hata Göteborg,2007,8.0,1.0
1961-03-25,Critique of Separation,1961,7.0,4.0
2015-12-31,Open Season: Scared Silly,2015,5.5,57.0
2015-04-02,Les oiseaux de passage,2015,0.0,0.0
2016-02-22,Becoming Mike Nichols,2016,6.7,3.0
2016-02-08,Homegrown: The Counter-Terror Dilemma,2016,8.0,1.0
2016-02-26,Aligarh,2016,7.3,9.0
2015-10-28,A Girl in the River: The Price of Forgiveness,2015,8.1,9.0
1929-06-01,Berth Marks,1929,7.1,14.0
2011-03-21,Triangle: Remembering the Fire,2011,0.0,0.0
2008-07-29,100 Million BC,2008,3.1,26.0
1951-03-15,Behave Yourself!,1951,6.3,5.0
2008-05-04,Chemical Wedding,2008,5.8,8.0
1954-01-27,Go Man Go,1954,5.0,1.0
1957-08-03,Band of Angels,1957,5.0,7.0
1969-07-11,The Lost Man,1969,0.0,0.0
2015-02-18,Plan 9,2015,4.1,14.0
2014-07-26,The History of Eternity,2014,8.3,4.0
2007-11-08,Kiss Of Life,2007,5.6,11.0
2007-12-13,Κλέφτες,2007,8.0,1.0
2007-05-09,Alter Ego,2007,4.5,2.0
2006-12-21,Straight Story,2006,5.2,6.0
2005-12-08,Loafing and Camouflage: Sirens in the Aegean,2005,6.6,8.0
2008-04-27,Loafing and Camouflage: I-4,2008,4.9,6.0
1973-08-09,Gordon's War,1973,0.0,0.0
1979-01-01,They Eat Scum,1979,6.0,1.0
1992-09-18,Twist,1992,0.0,0.0
2013-04-11,Commando - A One Man Army,2013,6.0,11.0
2013-10-16,Boss,2013,5.5,23.0
2013-03-15,Jolly LLB,2013,6.9,21.0
2013-09-06,Shuddh Desi Romance,2013,5.7,29.0
2013-04-19,Ek Thi Daayan,2013,5.6,8.0
1965-01-01,Kustom Kar Kommandos,1965,7.1,10.0
2001-11-06,Leben nach Microsoft,2001,4.8,2.0
2014-10-26,The Barkley Marathons: The Race That Eats Its Young,2014,8.1,25.0
2002-10-15,Killer Cop,2002,0.0,0.0
2002-08-21,Underwater Impressions,2002,6.6,5.0
2004-04-28,In Orange,2004,7.0,6.0
1971-08-11,I Am a Nymphomaniac,1971,3.7,3.0
2002-10-02,The King's Beard,2002,0.0,0.0
2002-10-25,Kiss and Run,2002,0.0,0.0
1993-03-11,Little Blond Death,1993,7.2,10.0
2001-10-04,The Little Polar Bear,2001,5.7,11.0
2007-12-12,Der Kronzeuge,2007,6.0,2.0
2010-05-19,Kooky,2010,6.8,11.0
2007-07-04,The Last Summer,2007,7.0,1.0
2002-06-13,Naked Paradise,2002,0.0,0.0
1998-02-06,On Our Own,1998,9.5,1.0
1974-11-20,Nuits rouges,1974,6.7,3.0
2002-09-05,Oysters at Nam Kee's,2002,4.6,5.0
2006-07-20,Offset,2006,0.0,0.0
1964-02-06,Olga's House of Shame,1964,5.3,4.0
1983-01-01,Otto er et næsehorn,1983,5.7,3.0
1967-06-09,The Plank,1967,6.4,9.0
1979-09-30,Prince and the Evening Star,1979,5.4,5.0
1999-03-11,Annaluise & Anton,1999,7.3,7.0
1988-09-23,Directed by Andrei Tarkovsky,1988,7.0,2.0
1989-04-29,"Danny, The Champion of the World",1989,4.9,8.0
2003-01-01,Le roman de Georgette,2003,6.0,1.0
1957-01-17,Rot ist die Liebe,1957,5.0,1.0
2002-10-31,Shattered Glass,2002,5.7,3.0
1962-04-16,The Seventh Juror,1962,6.6,12.0
2003-02-01,Shelter Island,2003,4.5,4.0
2008-03-13,Skin,2008,6.6,5.0
2009-11-19,The Snowman,2009,0.0,0.0
1995-04-06,The Purse Snatcher,1995,0.0,0.0
2008-01-01,Teenage Angst,2008,5.3,2.0
1966-11-04,Teenage Gang Debs,1966,0.0,0.0
1992-01-01,Die Tigerin,1992,0.0,0.0
2003-02-28,Wolf Summer,2003,5.4,9.0
2004-02-10,En Route,2004,8.5,2.0
2015-09-18,Kara Bela,2015,6.8,11.0
2001-12-07,Women Talking Dirty,2001,3.5,2.0
2007-04-15,Zadelpijn,2007,2.8,2.0
2004-09-03,The Fearless Triplets,2004,5.5,1.0
1981-03-13,Swan Lake,1981,7.0,3.0
2001-10-25,Die Abrafaxe - Unter schwarzer Flagge,2001,5.8,6.0
1968-02-01,The Acid Eaters,1968,5.0,3.0
2004-10-01,Love and Magnets,2004,6.0,6.0
1997-08-09,Aksuat,1997,0.0,0.0
1999-08-31,Allyson Is Watching,1999,6.0,1.0
2015-09-11,Ma Ma,2015,5.9,36.0
2014-08-15,Singham Returns,2014,6.0,27.0
2014-08-29,Raja Natwarlal,2014,5.5,8.0
2014-01-10,Dedh Ishqiya,2014,7.0,10.0
2014-09-30,Sulemani Keeda,2014,0.0,1.0
2014-02-21,Darr @ the Mall,2014,5.5,4.0
2014-02-07,"She Smiles, She’s Snared!",2014,6.6,25.0
2014-04-17,2 States,2014,6.4,46.0
2014-05-23,Heropanti,2014,5.4,15.0
2015-12-25,Palm Trees in the Snow,2015,7.3,119.0
2015-11-20,Spanish Affair 2,2015,5.3,126.0
2014-10-31,Roar,2014,5.8,4.0
2014-09-12,Creature,2014,3.3,3.0
2015-03-20,Hunterrr,2015,5.4,5.0
2013-08-31,Stonados,2013,4.1,14.0
1999-11-02,Thumb Wars: The Phantom Cuticle,1999,6.8,16.0
2000-07-07,Thumbtanic,2000,6.4,8.0
2010-06-04,Lost on Journey,2010,6.2,15.0
2014-09-20,Snow on The Blades,2014,5.7,3.0
2009-03-27,The Belgrade Phantom,2009,5.5,5.0
2002-04-17,Bella Bettien,2002,6.4,1.0
1983-09-15,Burning Love,1983,5.0,1.0
2004-09-16,Cool!,2004,3.3,3.0
2002-11-19,Dangerous Invitations,2002,5.2,3.0
2004-09-24,Ellis in Glamourland,2004,5.3,6.0
1995-05-06,Filmpje!,1995,4.9,8.0
2009-04-29,"Die Frau, die im Wald verschwand",2009,0.0,0.0
2003-07-01,Intoxicating,2003,5.8,3.0
1999-10-23,The Legend of Sleepy Hollow,1999,4.8,3.0
2010-10-09,LelleBelle,2010,5.5,11.0
2001-08-07,The Little Bear Movie,2001,6.0,2.0
1971-03-04,Mira,1971,6.3,2.0
1968-10-18,The Seduction of Inga,1968,5.0,1.0
1948-05-07,Dutch in Seven Lessons,1948,5.0,1.0
1935-03-25,The New Gulliver,1935,6.5,4.0
1997-03-21,Eye of the Eagle,1997,4.7,3.0
2006-10-13,Panic in the Skies,2006,0.5,1.0
2010-10-07,Red Eagle,2010,5.8,9.0
2011-04-13,Robert Mitchum Est Mort,2011,7.0,3.0
1957-12-13,The Singing Ringing Tree,1957,6.1,13.0
2003-05-05,Student Seduction,2003,5.0,2.0
2005-02-03,Too Fat Too Furious,2005,6.2,15.0
1974-05-10,Bibi,1974,0.0,0.0
2007-02-02,Prisoner/Terrorist,2007,0.0,0.0
1971-06-03,Baba Yaga,1971,6.0,1.0
2006-03-23,Het zwijgen,2006,6.0,1.0
2006-12-14,Happy Family,2006,6.0,1.0
2003-04-15,Despiser,2003,5.0,1.0
2008-09-07,Sunshine Barry & the Disco Worms,2008,5.2,12.0
2007-02-27,Dreamland,2007,3.2,5.0
2005-01-10,Father of Four: Never Gives Up!,2005,4.8,3.0
2004-01-01,Frank & Wendy,2004,7.0,1.0
1997-05-20,Invisible Mom,1997,3.0,1.0
2005-11-12,Locusts: The 8th Plague,2005,4.7,7.0
2003-04-01,Warm Spring,2003,4.5,2.0
1989-01-01,Lost in New York,1989,5.0,1.0
2005-02-12,Pervert!,2005,5.6,21.0
2003-10-09,Phileine Says Sorry,2003,5.5,9.0
1987-09-16,The Revenge of the Living Dead Girls,1987,5.8,6.0
1992-09-09,Remote Control,1992,5.9,5.0
2004-02-14,The Dark Diamond,2004,4.5,1.0
2008-02-22,Summers Past,2008,3.8,2.0
2011-09-03,Shock Head Soul,2011,0.0,0.0
1989-05-31,Emergency Kisses,1989,7.3,3.0
1975-12-01,One Hundred Days After Childhood,1975,6.4,5.0
1976-11-01,The Princess and the Pea,1976,6.0,1.0
1990-09-09,Sure Fire,1990,0.0,0.0
1965-09-17,"I, a Woman",1965,8.8,2.0
1962-06-01,The Parallel Street,1962,8.5,2.0
2008-07-18,MollyCam,2008,0.0,0.0
1930-04-11,"I Flunked, But...",1930,2.5,2.0
1975-01-01,Pastorale,1975,5.4,5.0
1971-01-01,Plastic Jesus,1971,7.3,2.0
2011-11-11,The Spin Kid,2011,5.5,1.0
2011-10-21,Crulic - The Path to Beyond,2011,7.3,7.0
1994-01-01,Russian Symphony,1994,6.0,3.0
2015-03-26,The Shamer's Daughter,2015,5.5,50.0
1967-12-01,The White Bus,1967,5.1,4.0
1970-10-09,On the Comet,1970,5.6,6.0
1960-11-04,The White Dove,1960,7.8,5.0
1982-06-30,Images of a Relief,1982,10.0,1.0
1991-02-20,Lyrical Nitrate,1991,0.0,0.0
1957-03-18,On the Bowery,1957,6.3,9.0
2011-10-15,Beast,2011,6.5,2.0
1969-01-01,Funeral Ceremonies,1969,5.0,2.0
1989-11-30,Book of Days,1989,10.0,1.0
2011-09-02,Found Memories,2011,8.5,2.0
2012-03-09,Avé,2012,8.0,6.0
2007-09-08,Max & Co,2007,6.8,2.0
2012-02-22,Bovines,2012,0.0,0.0
2006-09-07,It's Gradiva Who Is Calling You,2006,7.2,10.0
2010-01-01,Slow Action,2010,7.3,3.0
2009-01-01,O'er the Land,2009,9.0,1.0
2011-11-05,¡Vivan las Antipodas!,2011,7.5,5.0
1995-04-11,Life Lesson,1995,0.0,0.0
2007-07-17,Finale,2007,2.8,3.0
2011-11-29,Meanwhile,2011,6.3,4.0
1968-02-13,Anémone,1968,0.0,0.0
1948-11-19,It Happened in Europe,1948,5.3,4.0
1999-01-01,Amber City,1999,0.0,0.0
2002-01-12,Sogobi,2002,8.5,2.0
1978-06-01,The Coming of Sin,1978,4.0,1.0
1965-01-01,The Bells Toll for the Barefooted,1965,5.0,1.0
2012-11-27,Atomic Age,2012,4.8,6.0
2012-06-27,The Fourth Dimension,2012,5.0,3.0
2003-09-25,At the First Breath of Wind,2003,8.5,2.0
2010-10-25,Dad,2010,6.5,2.0
1956-12-30,The Twelve Months,1956,4.2,8.0
2000-07-28,Okinawa Rendez-vous,2000,0.0,0.0
2014-10-23,Good for Nothing,2014,6.5,6.0
2014-10-16,...E fuori nevica!,2014,5.7,26.0
2005-03-12,Champion,2005,6.2,6.0
2002-06-28,Champion,2002,3.9,4.0
2014-09-19,Ciudad Delirio,2014,5.7,3.0
1978-02-19,Clan of Amazons,1978,6.3,3.0
1939-06-20,Q Planes,1939,5.2,3.0
1949-03-17,Fighting Fools,1949,0.0,0.0
1949-06-06,Hold That Baby!,1949,0.0,0.0
2003-03-26,Momentum,2003,6.2,3.0
1961-07-12,"Nikki, Wild Dog of the North",1961,7.0,1.0
1958-09-01,Ride a Crooked Trail,1958,5.5,5.0
1964-01-01,Ride the Wild Surf,1964,4.6,6.0
1956-11-06,Secrets of Life,1956,8.0,2.0
1969-06-18,The Flying Dagger,1969,5.8,6.0
1958-12-20,The Naked Maja,1958,0.0,0.0
1929-02-18,The Tournament,1929,5.0,1.0
2015-04-29,The Tournament,2015,6.0,9.0
1981-07-09,Treasure Hunters,1981,7.1,4.0
1942-11-06,Who Done It?,1942,6.9,7.0
1927-05-10,Skull,1927,0.0,0.0
2012-08-04,Inori,2012,2.0,2.0
2012-01-17,36,2012,7.5,4.0
2013-01-22,Silent Ones,2013,0.0,0.0
2013-01-27,Darkness,2013,0.0,0.0
2013-01-24,Die Welt,2013,0.0,0.0
2012-02-16,"differently, Molussia",2012,5.0,1.0
1975-10-31,The Teasers,1975,5.5,12.0
2006-03-09,I Embrace You With 1000 Arms,2006,6.3,4.0
1981-01-01,You Are Not I,1981,5.0,1.0
2003-02-19,Mamay,2003,5.8,3.0
1980-07-23,A Story of the Forest: Mavka,1980,10.0,2.0
1974-03-07,Successive Slidings of Pleasure,1974,5.6,10.0
1939-12-20,The Golden Key,1939,6.0,2.0
1989-12-31,Nostos: The Return,1989,7.8,5.0
1970-03-24,Quick Billy,1970,6.5,2.0
2008-08-11,The Sun and the Moon,2008,0.0,0.0
1980-11-01,The Tale of John and Marie,1980,7.1,5.0
1965-01-01,Quixote,1965,0.0,0.0
2010-11-19,Spark of Being,2010,0.0,0.0
1963-04-23,Méditerranée,1963,6.4,5.0
2011-04-01,Ramin,2011,5.0,1.0
1985-04-25,The bitter herb,1985,5.0,2.0
1985-01-01,A Journey Through Fairyland,1985,3.3,2.0
2012-09-09,The Deflowering of Eva van End,2012,4.5,3.0
2009-10-14,Ein Teil von mir,2009,0.0,0.0
2015-04-12,Hate Story 3,2015,6.5,12.0
2011-12-19,The Field of Enchantment,2011,7.0,2.0
1950-01-26,Prince Bayaya,1950,5.0,1.0
1987-04-29,L'Été en pente douce,1987,6.8,5.0
1974-08-30,Sour Grape,1974,5.0,1.0
2006-01-01,Wool 100%,2006,5.8,3.0
2011-10-10,All Stars 2: Old Stars,2011,6.8,10.0
2015-01-22,Banana Pancakes and the Children of Sticky Rice,2015,0.0,0.0
1969-10-10,Saturday October 5th,1969,5.0,1.0
2014-04-05,Lucky in Love,2014,4.7,6.0
1991-01-01,An Example of Intonation,1991,8.0,1.0
1958-06-04,Blazing a Trail to the Stars,1958,6.7,3.0
2009-10-16,Twigson,2009,3.5,2.0
2014-10-03,Giano,2014,0.0,0.0
1981-03-11,The Blue Planet,1981,8.4,5.0
2016-03-23,Kaili Blues,2016,7.4,14.0
2016-01-27,Mother,2016,10.0,1.0
2015-11-11,Francofonia,2015,6.8,19.0
2015-09-02,The Event,2015,5.0,1.0
1971-05-19,Pioneers in Ingolstadt,1971,6.5,2.0
1985-04-11,Szaffi,1985,4.8,3.0
1994-03-21,Buried in Light,1994,0.0,0.0
1964-01-01,On the Road: A Document,1964,0.0,0.0
2012-11-17,The Great Flood,2012,5.9,5.0
1985-01-01,Manufractur,1985,7.2,5.0
1972-01-01,The Woman Who Powders Herself,1972,6.7,7.0
2000-10-21,The Halt,2000,3.9,7.0
1999-12-20,"Life, Autumn",1999,6.5,2.0
1993-01-01,Stellar,1993,6.9,12.0
1999-01-01,Get Ready,1999,7.8,4.0
1990-01-01,In Memory of the Day Passed By,1990,8.5,4.0
2000-01-01,Father and Daughter,2000,7.4,45.0
1958-12-31,Schwechater,1958,5.3,12.0
2002-10-19,Portrait,2002,4.0,5.0
1974-01-01,Déjeuner du matin,1974,9.0,2.0
2001-03-17,Dream Work,2001,8.1,7.0
2004-01-01,Factory,2004,5.0,4.0
1996-01-01,Wind,1996,6.0,3.0
2006-01-01,Instructions for a Light & Sound Machine,2006,7.0,5.0
1988-12-31,Feelings of Mountains and Waters,1988,5.0,2.0
1997-02-14,Mermaid,1997,6.6,10.0
2015-01-01,Buddy Hutchins,2015,3.3,8.0
2015-10-06,The Ouija Exorcism,2015,4.6,15.0
2015-10-23,Remember,2015,7.4,173.0
2012-01-27,Back To The Sea,2012,4.0,2.0
2013-02-15,Godheten,2013,1.0,3.0
2012-06-21,Future My Love,2012,2.8,4.0
2014-02-20,Tabloid Truth,2014,5.0,9.0
2012-09-01,It Was the Son,2012,6.9,17.0
1976-01-02,Breaking with Old Ideas,1976,0.0,0.0
1964-03-08,The Leather Boys,1964,6.8,5.0
1980-01-01,The Bogus Man,1980,6.0,1.0
2011-10-06,Oosaravelli,2011,5.7,6.0
2015-03-13,For Grace,2015,7.5,2.0
2010-05-07,White Wall,2010,2.6,5.0
2016-02-08,The Mermaid,2016,6.2,76.0
2015-12-31,Stranded,2015,5.3,14.0
2014-04-25,Beyond,2014,3.9,9.0
2014-03-28,Airplane vs Volcano,2014,3.5,17.0
1985-04-08,Holi,1985,0.0,0.0
1991-05-27,Blood Ties,1991,6.0,4.0
1976-01-01,Kapıcılar Kralı,1976,7.5,6.0
1996-02-29,Skyscraper,1996,4.0,10.0
2013-03-15,Better Mus Come,2013,4.0,1.0
2015-02-20,The Real Miyagi,2015,6.8,4.0
2012-12-05,Si può fare l'amore vestiti?,2012,4.8,4.0
2016-02-24,Merci patron !,2016,7.5,31.0
1963-12-05,Chi lavora è perduto,1963,4.5,3.0
1966-08-25,Yankee,1966,3.5,2.0
1971-09-04,La Vacanza,1971,4.5,4.0
1980-01-04,Action,1980,3.8,5.0
1987-02-25,Love & Passion,1987,3.9,9.0
1992-02-21,All Ladies Do It,1992,3.8,159.0
1995-08-30,P.O. Box Tinto Brass,1995,5.1,22.0
2002-04-12,Black Angel,2002,5.6,12.0
1970-08-02,May Morning,1970,0.0,0.0
1968-02-24,The Sex of Angels,1968,6.0,1.0
1975-07-31,The Man from Hong Kong,1975,7.3,11.0
2002-06-24,Fine Dead Girls,2002,5.8,9.0
2016-03-04,Emelie,2016,5.4,194.0
2015-02-07,Summers Downstairs,2015,6.0,6.0
2015-06-25,Täterätää - Die Kirche bleibt im Dorf 2,2015,4.5,4.0
1987-04-17,Summer Camp Nightmare,1987,5.5,3.0
1930-08-23,The Office Wife,1930,0.0,1.0
2013-11-12,La pazza della porta accanto: conversazione con Alda Merini,2013,8.0,2.0
1973-11-09,Carry On Girls,1973,6.1,21.0
2015-11-08,Jare vs. Cheek,2015,0.0,0.0
1998-01-01,A Hole in the Head,1998,6.5,2.0
2005-01-01,Children of Beslan,2005,8.0,2.0
2002-03-14,War,2002,6.5,11.0
2012-08-03,Morgana,2012,6.3,2.0
2016-03-02,Belgica,2016,5.9,45.0
2016-06-18,Girl Asleep,2016,6.9,35.0
2016-06-08,The Neon Demon,2016,6.4,926.0
2015-10-01,Sun Choke,2015,6.5,10.0
2015-07-02,Gold Coast,2015,5.3,3.0
